id,user_id,track_id,listened_at,device,platform,completed,quality
2330,51,24,2023-01-24 06:58:57,desktop,android,true,normal
2999,27,24,2023-01-24 14:54:30,mobile,macos,true,high
2947,12,26,2023-01-25 04:01:57,mobile,ios,false,normal
3894,58,6,2023-01-25 05:02:26,mobile,ios,true,high
4185,77,29,2023-01-25 10:41:51,mobile,ios,false,high
3704,14,21,2023-01-25 19:03:13,mobile,web,true,high
1094,77,22,2023-01-25 21:50:54,smart_speaker,ios,false,high
4079,26,10,2023-01-25 22:45:58,desktop,web,true,normal
2334,37,35,2023-01-26 08:43:21,smart_speaker,ios,false,high
3788,25,39,2023-01-26 11:34:03,tablet,web,true,normal
3252,69,20,2023-01-26 19:04:20,mobile,android,true,normal
597,17,7,2023-01-26 23:29:58,mobile,windows,true,normal
3809,36,21,2023-01-27 02:20:27,desktop,web,true,high
2307,36,18,2023-01-27 09:01:00,tablet,android,true,normal
4449,31,35,2023-01-27 15:34:51,mobile,web,true,normal
2948,11,10,2023-01-27 16:27:50,desktop,ios,false,high
309,69,19,2023-01-27 21:07:20,mobile,web,true,lossless
2735,53,17,2023-01-27 22:22:30,mobile,web,true,high
3500,17,35,2023-01-27 23:01:28,tablet,ios,true,high
74,63,29,2023-01-28 00:52:31,mobile,ios,true,normal
2403,6,13,2023-01-28 04:22:15,mobile,ios,false,high
4294,55,37,2023-01-28 05:40:31,mobile,web,true,high
1465,15,3,2023-01-28 06:22:36,desktop,macos,false,high
1902,67,35,2023-01-28 09:01:24,desktop,ios,false,normal
2294,67,9,2023-01-28 10:25:12,tablet,macos,false,high
4130,80,15,2023-01-28 20:08:44,mobile,macos,true,normal
4320,11,26,2023-01-29 05:18:11,mobile,android,false,high
2567,1,37,2023-01-29 07:23:35,smart_speaker,ios,true,normal
2974,40,10,2023-01-29 11:28:05,mobile,ios,false,normal
2964,8,2,2023-01-29 11:33:53,mobile,android,true,high
956,71,12,2023-01-30 03:34:55,desktop,android,true,normal
164,6,28,2023-01-30 08:44:06,mobile,ios,true,normal
918,15,5,2023-01-30 11:09:13,desktop,web,true,normal
1077,69,12,2023-01-30 17:23:11,mobile,ios,false,high
2442,18,31,2023-01-30 17:38:53,mobile,macos,true,normal
839,19,32,2023-01-30 20:43:13,mobile,windows,true,high
3169,39,39,2023-01-31 04:43:27,mobile,android,true,lossless
2309,18,23,2023-01-31 11:36:50,desktop,ios,false,high
2928,36,5,2023-01-31 19:44:00,mobile,web,true,high
4087,29,16,2023-01-31 20:14:19,smart_speaker,ios,true,high
4321,34,36,2023-01-31 21:14:06,mobile,ios,true,normal
3660,64,13,2023-02-01 00:40:50,smart_speaker,web,true,lossless
1608,2,3,2023-02-01 08:42:42,desktop,android,true,high
2196,40,26,2023-02-01 18:49:21,mobile,macos,true,high
1008,52,6,2023-02-02 02:44:38,tablet,ios,true,normal
3239,39,17,2023-02-02 08:26:52,mobile,android,true,high
3624,5,10,2023-02-02 13:08:56,mobile,web,true,high
1031,58,28,2023-02-02 13:44:18,mobile,web,true,normal
1330,24,19,2023-02-02 22:42:01,mobile,windows,true,high
971,48,20,2023-02-02 23:42:12,desktop,windows,true,high
1337,70,8,2023-02-03 04:41:16,tablet,ios,true,high
2919,35,13,2023-02-03 07:06:51,desktop,android,true,high
2779,24,11,2023-02-03 14:14:11,mobile,ios,true,normal
881,54,29,2023-02-03 14:55:05,mobile,ios,false,normal
694,28,21,2023-02-03 23:05:08,desktop,windows,false,lossless
4154,28,5,2023-02-04 02:03:09,mobile,ios,true,high
3561,30,21,2023-02-04 02:12:00,desktop,android,true,high
434,42,4,2023-02-04 06:58:19,mobile,web,true,normal
3929,58,36,2023-02-05 00:13:54,tablet,web,true,high
1697,55,26,2023-02-05 00:30:59,mobile,web,true,high
2253,68,33,2023-02-05 04:33:43,desktop,web,true,high
282,29,1,2023-02-05 13:38:03,tv,android,true,normal
2326,74,29,2023-02-05 20:28:13,mobile,web,true,high
2291,8,27,2023-02-05 22:02:08,tv,android,true,normal
983,29,2,2023-02-05 22:23:13,smart_speaker,android,true,lossless
1253,66,15,2023-02-06 00:29:59,desktop,macos,true,high
3892,17,9,2023-02-06 00:37:27,tablet,macos,true,high
1421,4,35,2023-02-06 00:55:31,mobile,web,true,normal
3884,43,33,2023-02-06 02:02:18,desktop,ios,true,high
3447,4,16,2023-02-06 04:01:45,mobile,ios,true,normal
1770,34,17,2023-02-06 04:39:31,mobile,android,true,high
4295,48,22,2023-02-06 13:03:53,mobile,android,true,normal
2036,17,39,2023-02-07 00:47:14,mobile,android,true,normal
1190,54,19,2023-02-07 01:21:05,mobile,web,true,normal
560,10,10,2023-02-07 03:34:26,mobile,ios,true,normal
1916,24,29,2023-02-07 06:38:52,desktop,android,true,normal
2406,76,23,2023-02-07 13:54:05,mobile,ios,true,high
2229,2,2,2023-02-07 20:30:36,tablet,web,true,normal
869,21,30,2023-02-08 04:12:00,tv,android,true,high
3314,35,26,2023-02-08 07:28:44,desktop,ios,true,normal
32,23,27,2023-02-08 18:06:09,mobile,windows,true,normal
1074,12,11,2023-02-08 18:45:48,desktop,web,true,high
2443,40,22,2023-02-08 23:35:01,desktop,web,true,high
130,30,31,2023-02-09 02:59:11,desktop,windows,true,high
1900,43,29,2023-02-09 13:36:46,tablet,ios,true,high
835,5,13,2023-02-09 15:39:39,desktop,android,true,normal
3058,1,23,2023-02-09 16:57:22,desktop,windows,true,normal
4275,25,21,2023-02-09 22:13:22,desktop,ios,true,normal
1116,13,22,2023-02-10 14:18:33,mobile,ios,true,normal
2940,73,1,2023-02-10 15:13:59,desktop,ios,true,normal
3997,45,8,2023-02-10 15:17:12,tablet,web,true,lossless
4434,16,26,2023-02-10 18:59:04,tablet,web,false,high
2340,70,12,2023-02-10 23:28:25,smart_speaker,android,true,normal
154,79,36,2023-02-11 00:48:49,desktop,web,true,normal
1847,20,18,2023-02-11 04:44:30,mobile,web,false,normal
4162,5,6,2023-02-11 19:46:04,tv,android,true,normal
2686,51,12,2023-02-11 20:45:56,desktop,ios,true,high
2211,72,11,2023-02-12 00:52:52,desktop,macos,true,high
3709,62,8,2023-02-12 01:05:30,mobile,android,true,normal
3350,80,33,2023-02-12 03:41:45,tv,windows,true,high
3738,34,31,2023-02-12 12:34:47,tablet,android,true,lossless
807,38,40,2023-02-12 15:44:47,mobile,ios,true,high
3422,38,10,2023-02-12 16:08:04,mobile,android,true,normal
3046,57,7,2023-02-12 16:25:54,mobile,ios,true,normal
2026,45,32,2023-02-12 16:51:59,mobile,macos,true,normal
1584,66,11,2023-02-12 17:41:11,desktop,ios,false,high
621,59,30,2023-02-12 17:42:28,mobile,ios,true,high
978,42,30,2023-02-12 17:42:54,desktop,android,true,normal
2455,8,11,2023-02-12 20:38:32,desktop,web,true,high
475,12,19,2023-02-12 21:25:42,mobile,ios,true,lossless
3458,45,37,2023-02-13 00:45:42,mobile,web,true,high
2048,42,26,2023-02-13 05:26:05,mobile,web,true,normal
4052,62,9,2023-02-13 07:03:30,desktop,android,true,normal
1109,9,7,2023-02-13 13:10:17,mobile,web,true,high
1055,21,2,2023-02-13 13:51:36,tablet,android,true,high
2751,51,35,2023-02-13 18:40:35,mobile,web,false,high
1205,5,24,2023-02-14 03:27:46,desktop,android,true,normal
3740,30,1,2023-02-14 05:21:16,mobile,ios,true,lossless
3677,1,16,2023-02-14 15:26:27,mobile,ios,true,normal
71,49,22,2023-02-14 20:00:48,mobile,ios,true,normal
2501,65,39,2023-02-15 03:08:49,mobile,ios,true,normal
471,18,34,2023-02-15 05:15:56,mobile,windows,true,normal
775,7,9,2023-02-15 06:55:32,mobile,web,true,normal
4378,60,25,2023-02-15 09:26:40,desktop,ios,true,lossless
4439,60,4,2023-02-15 17:34:10,mobile,web,true,high
4466,25,17,2023-02-15 21:14:28,desktop,android,true,high
2301,35,3,2023-02-16 00:07:42,tablet,ios,true,normal
724,41,10,2023-02-16 01:13:07,desktop,windows,true,normal
3069,23,12,2023-02-16 05:07:10,tablet,web,false,lossless
1128,47,3,2023-02-16 08:45:30,mobile,ios,true,normal
4032,47,22,2023-02-16 15:23:42,mobile,windows,false,high
4129,8,2,2023-02-16 17:04:32,desktop,ios,true,high
4232,19,36,2023-02-17 01:32:47,tablet,ios,true,normal
1354,77,11,2023-02-17 03:24:20,mobile,ios,true,normal
3056,7,27,2023-02-17 04:17:36,desktop,android,false,lossless
2001,27,8,2023-02-17 10:11:10,tablet,windows,true,normal
3881,21,10,2023-02-17 15:19:44,mobile,android,true,high
156,9,10,2023-02-17 20:58:46,mobile,android,true,normal
2718,40,13,2023-02-18 05:11:08,smart_speaker,web,true,high
1385,41,37,2023-02-18 21:48:55,tv,web,true,high
7,30,5,2023-02-19 01:09:35,tablet,ios,true,high
1419,73,39,2023-02-19 02:33:31,mobile,ios,true,lossless
4144,15,35,2023-02-19 06:52:19,desktop,android,true,high
249,19,16,2023-02-19 07:02:02,desktop,web,true,normal
2985,51,8,2023-02-19 12:07:41,mobile,android,true,normal
1227,74,33,2023-02-19 13:34:02,mobile,web,true,high
3836,53,28,2023-02-19 19:00:27,desktop,windows,true,normal
1037,23,33,2023-02-19 21:55:41,tablet,ios,true,normal
361,32,20,2023-02-20 07:38:10,mobile,ios,true,normal
1521,34,2,2023-02-20 09:17:20,mobile,ios,true,high
542,27,35,2023-02-20 10:28:09,mobile,android,true,high
3076,70,15,2023-02-20 18:06:34,desktop,web,true,normal
3086,39,16,2023-02-20 20:27:46,mobile,android,false,high
1402,65,38,2023-02-20 22:44:27,desktop,windows,true,high
871,43,34,2023-02-21 01:40:22,mobile,web,true,high
3369,41,29,2023-02-21 02:25:57,mobile,android,true,high
3073,44,1,2023-02-21 08:31:52,mobile,ios,true,high
3184,2,36,2023-02-21 15:49:09,mobile,web,true,normal
3987,50,17,2023-02-21 19:25:34,smart_speaker,web,true,high
1513,13,14,2023-02-21 21:14:48,tablet,windows,true,normal
3954,74,18,2023-02-22 04:51:59,mobile,android,true,lossless
285,9,7,2023-02-22 09:48:51,mobile,web,false,normal
2980,51,10,2023-02-22 13:42:26,mobile,android,true,normal
1428,58,11,2023-02-22 16:39:51,smart_speaker,ios,true,high
2374,44,31,2023-02-22 17:45:23,mobile,android,true,high
305,8,34,2023-02-22 19:02:27,tablet,ios,true,normal
4469,61,30,2023-02-22 22:51:30,mobile,android,true,lossless
1572,13,9,2023-02-23 04:25:58,tablet,ios,true,normal
1174,23,14,2023-02-23 18:11:48,tablet,android,true,normal
2927,30,6,2023-02-24 09:18:35,desktop,android,true,normal
4338,36,18,2023-02-24 09:40:44,mobile,ios,true,normal
2000,3,20,2023-02-24 14:37:27,tablet,ios,true,lossless
2363,37,6,2023-02-24 22:03:35,desktop,ios,true,high
3785,76,12,2023-02-24 23:34:05,desktop,ios,true,high
399,20,12,2023-02-25 04:26:58,desktop,windows,true,normal
1730,73,18,2023-02-25 18:39:24,desktop,ios,true,normal
3351,74,4,2023-02-26 00:52:48,desktop,web,false,normal
1987,6,13,2023-02-26 04:23:08,mobile,android,true,high
29,20,35,2023-02-26 05:13:34,tablet,android,true,normal
4425,74,7,2023-02-26 07:55:06,mobile,ios,true,normal
2681,67,3,2023-02-26 17:50:35,mobile,ios,false,normal
3503,17,36,2023-02-26 19:33:43,mobile,android,true,lossless
2095,64,9,2023-02-26 19:42:43,mobile,android,true,normal
4126,5,33,2023-02-26 21:59:56,desktop,android,true,normal
4170,55,4,2023-02-26 23:19:41,mobile,ios,false,normal
4382,58,32,2023-02-27 00:42:28,mobile,ios,true,normal
97,52,36,2023-02-27 06:10:05,mobile,ios,true,lossless
3934,49,21,2023-02-27 06:17:25,mobile,android,true,high
4283,6,10,2023-02-27 08:03:33,mobile,ios,true,normal
338,54,35,2023-02-27 08:42:16,desktop,android,false,high
2878,75,2,2023-02-27 14:53:42,mobile,android,true,normal
962,56,28,2023-02-27 17:35:57,mobile,ios,true,high
109,20,32,2023-02-27 18:11:28,mobile,macos,true,normal
2110,9,11,2023-02-28 10:38:49,mobile,android,true,normal
3462,77,14,2023-02-28 19:27:17,mobile,ios,true,normal
4105,65,3,2023-03-01 04:34:50,mobile,ios,true,high
432,23,32,2023-03-01 05:23:27,mobile,ios,true,high
3028,51,38,2023-03-01 08:39:37,desktop,android,true,normal
1648,70,7,2023-03-01 13:57:37,mobile,android,true,high
37,75,17,2023-03-01 16:19:54,mobile,android,true,normal
2346,59,37,2023-03-01 18:30:59,mobile,ios,true,high
732,69,34,2023-03-02 01:49:49,mobile,android,false,normal
2693,26,25,2023-03-02 04:09:27,mobile,android,true,normal
4387,58,30,2023-03-02 08:00:08,mobile,ios,true,high
3782,25,30,2023-03-02 17:28:04,mobile,web,true,high
3495,35,6,2023-03-02 20:32:13,desktop,android,true,high
1437,69,34,2023-03-03 00:30:30,mobile,ios,true,high
3953,79,2,2023-03-03 07:43:11,desktop,android,true,normal
1979,42,37,2023-03-03 10:14:51,tablet,ios,true,normal
124,18,7,2023-03-03 11:46:48,mobile,android,true,high
2126,75,6,2023-03-03 15:10:41,desktop,web,true,normal
2926,34,11,2023-03-03 15:23:00,smart_speaker,ios,false,high
295,78,39,2023-03-03 16:26:22,tablet,ios,true,high
3355,70,40,2023-03-04 01:32:10,tablet,web,true,normal
2032,38,11,2023-03-04 02:27:59,mobile,ios,true,normal
30,40,24,2023-03-04 05:23:19,tablet,ios,true,normal
3235,51,11,2023-03-04 05:47:16,mobile,android,false,high
549,60,10,2023-03-04 07:05:35,mobile,ios,true,lossless
94,35,37,2023-03-04 17:56:43,desktop,ios,true,normal
3024,44,15,2023-03-04 21:10:41,mobile,android,false,high
414,39,39,2023-03-04 21:36:15,mobile,windows,true,high
4246,23,26,2023-03-04 23:21:27,mobile,macos,true,high
1695,73,30,2023-03-05 09:12:20,mobile,android,true,lossless
3338,40,10,2023-03-05 17:42:27,mobile,android,true,normal
2643,39,25,2023-03-05 17:59:28,tablet,ios,true,high
1307,7,12,2023-03-05 18:27:26,mobile,web,true,normal
1477,2,30,2023-03-05 20:50:31,mobile,web,true,normal
1825,44,18,2023-03-05 21:31:59,mobile,windows,true,normal
2066,47,4,2023-03-05 23:52:52,tablet,ios,true,normal
4371,49,28,2023-03-06 17:22:01,smart_speaker,ios,false,normal
360,47,35,2023-03-06 21:21:09,desktop,android,true,normal
3259,24,26,2023-03-06 23:11:54,mobile,web,true,normal
1992,24,8,2023-03-06 23:12:02,mobile,ios,false,normal
2024,79,38,2023-03-07 07:12:31,desktop,macos,true,normal
2108,51,15,2023-03-07 07:50:02,mobile,ios,true,normal
1041,79,7,2023-03-07 10:44:02,mobile,ios,true,normal
2015,65,35,2023-03-07 11:04:08,mobile,android,true,high
670,32,1,2023-03-07 11:37:34,desktop,web,true,normal
2790,53,14,2023-03-07 13:25:16,mobile,ios,true,high
4301,23,27,2023-03-07 16:29:10,tablet,windows,true,normal
2092,21,39,2023-03-07 22:04:18,mobile,android,true,normal
2446,41,12,2023-03-07 22:56:37,mobile,android,true,high
2250,48,19,2023-03-07 23:46:26,mobile,web,true,normal
2235,37,33,2023-03-08 05:01:02,mobile,android,true,normal
3240,56,32,2023-03-08 09:10:49,mobile,macos,true,lossless
2899,65,8,2023-03-08 14:35:11,mobile,ios,true,normal
3595,43,36,2023-03-09 12:52:34,mobile,ios,true,lossless
1341,47,6,2023-03-09 14:05:13,desktop,ios,true,high
142,29,40,2023-03-09 14:45:56,desktop,windows,true,normal
186,22,29,2023-03-10 02:58:18,mobile,web,true,normal
2480,24,16,2023-03-10 06:38:29,smart_speaker,ios,true,normal
3256,28,38,2023-03-10 07:02:49,desktop,macos,true,high
204,38,13,2023-03-10 07:12:58,desktop,windows,true,normal
3261,76,9,2023-03-10 08:39:02,mobile,web,false,normal
2034,23,25,2023-03-10 09:45:59,mobile,ios,false,high
3885,3,25,2023-03-10 11:22:30,mobile,ios,true,high
1178,22,11,2023-03-10 14:54:19,mobile,ios,true,high
769,1,20,2023-03-10 15:33:21,desktop,android,true,normal
398,66,1,2023-03-10 15:51:07,tablet,ios,true,normal
4051,13,24,2023-03-11 01:03:26,desktop,android,true,lossless
3336,35,10,2023-03-11 01:26:24,tablet,macos,true,high
2400,23,3,2023-03-11 07:47:53,mobile,android,true,lossless
3084,3,11,2023-03-11 12:36:59,mobile,web,false,high
3984,74,15,2023-03-11 17:08:14,mobile,web,true,high
3630,40,35,2023-03-11 22:18:40,mobile,android,false,normal
1365,73,37,2023-03-11 23:02:38,desktop,web,true,normal
1018,24,26,2023-03-12 13:22:02,mobile,windows,true,high
4149,38,5,2023-03-12 13:39:24,mobile,ios,true,high
1791,36,21,2023-03-12 17:29:50,mobile,ios,true,normal
4161,9,36,2023-03-12 21:22:00,mobile,windows,true,normal
992,61,23,2023-03-12 22:48:20,mobile,android,true,lossless
563,80,5,2023-03-12 22:59:28,desktop,ios,false,normal
3326,53,13,2023-03-13 01:24:54,tablet,ios,false,normal
3016,72,27,2023-03-13 01:36:47,desktop,ios,true,normal
3675,78,13,2023-03-13 05:00:51,desktop,android,false,normal
1531,53,35,2023-03-13 08:47:29,tv,ios,true,high
115,39,2,2023-03-13 16:40:03,mobile,ios,true,normal
1763,76,31,2023-03-13 17:00:08,desktop,android,false,high
1261,32,20,2023-03-13 23:12:10,smart_speaker,android,true,high
4207,29,15,2023-03-14 05:23:19,mobile,ios,true,normal
3426,4,7,2023-03-14 06:19:01,tablet,ios,true,high
2621,22,26,2023-03-14 08:53:40,mobile,web,true,high
3085,22,39,2023-03-14 10:03:35,mobile,web,false,high
3285,44,10,2023-03-14 20:22:24,mobile,web,true,normal
3036,41,15,2023-03-15 00:43:17,mobile,android,true,normal
1036,27,36,2023-03-15 08:07:34,tv,android,true,high
1439,64,40,2023-03-15 09:00:00,mobile,web,true,high
4367,63,35,2023-03-16 00:24:32,smart_speaker,android,true,high
3714,7,16,2023-03-16 01:49:34,mobile,android,true,normal
2310,61,25,2023-03-16 08:12:09,tv,android,false,normal
1057,46,8,2023-03-16 09:36:37,desktop,windows,true,high
2736,19,15,2023-03-16 10:02:02,desktop,android,true,high
3605,19,5,2023-03-16 21:25:55,tablet,web,true,normal
2601,30,5,2023-03-17 00:57:25,mobile,android,false,high
443,14,1,2023-03-17 01:04:02,mobile,web,false,high
2259,16,35,2023-03-17 07:53:07,desktop,ios,true,high
532,1,34,2023-03-17 16:52:50,desktop,android,true,lossless
501,33,35,2023-03-17 17:27:11,desktop,ios,true,high
4260,43,26,2023-03-17 19:22:44,smart_speaker,windows,true,high
3580,8,35,2023-03-18 00:55:56,mobile,android,true,high
1699,70,16,2023-03-18 02:33:35,mobile,android,true,normal
2236,6,39,2023-03-18 03:22:38,mobile,ios,true,normal
2136,45,5,2023-03-18 05:34:42,mobile,windows,true,normal
3571,20,2,2023-03-18 09:14:18,tablet,web,true,high
122,36,1,2023-03-18 10:30:07,smart_speaker,web,false,lossless
466,43,16,2023-03-18 19:42:02,desktop,windows,false,normal
3917,33,28,2023-03-18 20:35:07,smart_speaker,web,false,lossless
3206,38,20,2023-03-19 09:50:40,desktop,web,true,normal
3664,64,17,2023-03-19 10:56:20,desktop,android,true,normal
1457,56,7,2023-03-19 17:20:32,desktop,macos,true,normal
3578,28,24,2023-03-19 19:05:46,tablet,macos,false,normal
3584,46,33,2023-03-19 19:50:56,mobile,android,true,lossless
472,5,30,2023-03-20 18:59:11,smart_speaker,web,true,high
3017,20,23,2023-03-21 08:45:12,desktop,ios,true,normal
3684,45,8,2023-03-21 15:36:51,mobile,android,true,high
2150,40,39,2023-03-21 18:42:49,mobile,android,true,high
4326,74,1,2023-03-21 20:25:37,desktop,ios,true,high
151,46,28,2023-03-22 04:02:55,smart_speaker,android,true,high
3803,3,28,2023-03-22 05:41:45,mobile,ios,true,normal
1322,18,18,2023-03-22 06:48:13,desktop,ios,false,high
1414,49,17,2023-03-22 15:20:15,mobile,windows,true,high
3175,68,38,2023-03-22 17:25:55,mobile,web,true,high
61,3,35,2023-03-23 03:53:31,tv,ios,true,high
1528,71,31,2023-03-23 05:56:08,mobile,android,true,high
1542,56,35,2023-03-23 10:22:51,desktop,ios,true,lossless
178,44,39,2023-03-23 14:19:40,desktop,android,true,normal
1249,61,12,2023-03-23 18:18:08,mobile,android,true,normal
1984,72,2,2023-03-23 18:42:42,desktop,web,true,normal
1442,69,1,2023-03-23 19:00:20,mobile,web,true,lossless
